slug,display_name,input_modalities,output_modalities,context_window,max_input_tokens,max_tokens(abandon),max_completion_tokens,max_output_tokens,reasoning_levels,default_reasoning,行号,分类,缺失字段,建议关注缺项,无需强补的独立字段,补全必要性,补全方式,当前查询证据_固定来源,候选来源与值_非已应用,候选可补字段,候选与已有字段差异_非最终合并,已有值风险,部署时输出字段失去,部署时id存在性变化,验证边界
commandcode/moonshotai/Kimi-K2.7-Code,Kimi K2.7 Code,"[""text"",""image"",""video""]","[""text""]",262144,未知,未知,未知,262144,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium,64,主要字段已有值，不强补其他列,max_input_tokens;max_tokens(abandon);max_completion_tokens,,max_input_tokens;max_tokens(abandon);max_completion_tokens,无需为凑齐表格补列；缺少的独立token字段不互填。,保留当前结果；max_input_tokens仅在选定来源明确声明时补，不由context_window相减推算。,"models.dev/moonshotai id=kimi-k2.7-code hit(context_window,input_modalities,max_output_tokens,output_modalities)",未为本行选择补全来源,{},{},,否,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
commandcode/moonshotai/Kimi-K2.7-Code-Highspeed,Kimi K2.7 Code HighSpeed,"[""text"",""image"",""video""]","[""text""]",262144,未知,未知,未知,262144,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium,65,主要字段已有值，不强补其他列,max_input_tokens;max_tokens(abandon);max_completion_tokens,,max_input_tokens;max_tokens(abandon);max_completion_tokens,无需为凑齐表格补列；缺少的独立token字段不互填。,保留当前结果；max_input_tokens仅在选定来源明确声明时补，不由context_window相减推算。,"models.dev/moonshotai id=kimi-k2.7-code-highspeed hit(context_window,input_modalities,max_output_tokens,output_modalities)",未为本行选择补全来源,{},{},,否,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
commandcode/moonshotai/Kimi-K3,Kimi K3,"[""text"",""image"",""video""]","[""text""]",1048576,未知,未知,未知,131072,"[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]",medium,66,主要字段已有值，不强补其他列,max_input_tokens;max_tokens(abandon);max_completion_tokens,,max_input_tokens;max_tokens(abandon);max_completion_tokens,无需为凑齐表格补列；缺少的独立token字段不互填。,保留当前结果；max_input_tokens仅在选定来源明确声明时补，不由context_window相减推算。,"models.dev/moonshotai id=kimi-k3 hit(context_window,input_modalities,max_output_tokens,output_modalities,supported_reasoning_levels)",未为本行选择补全来源,{},{},default_reasoning=medium不在reasoning_levels中；非缺字段，另行核对，不自动改值,否,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
commandcode/nvidia/nemotron-3-ultra-550b-a55b,Nemotron 3 Ultra 550B A55B,"[""text""]","[""text""]",1000000,未知,未知,未知,65536,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium,67,主要字段已有值，不强补其他列,max_input_tokens;max_tokens(abandon);max_completion_tokens,,max_input_tokens;max_tokens(abandon);max_completion_tokens,无需为凑齐表格补列；缺少的独立token字段不互填。,保留当前结果；max_input_tokens仅在选定来源明确声明时补，不由context_window相减推算。,"models.dev/nvidia id=nemotron-3-ultra-550b-a55b hit(context_window,input_modalities,max_output_tokens,output_modalities)",未为本行选择补全来源,{},{},,否,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
commandcode/poolside/laguna-s-2.1-free,Laguna S 2.1,"[""text"",""image""]",未知,256000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium,68,仅其他来源有候选，需单独确认,output_modalities;max_input_tokens;max_tokens(abandon);max_completion_tokens;max_output_tokens,output_modalities;max_output_tokens,max_input_tokens;max_tokens(abandon);max_completion_tokens,不默认补：仅其他来源有准确候选；来源身份和数值须单独确认。,仅给本行加lookup_ids不足：带provider的自动查询会改写来源token；采用其他provider需改渠道映射，影响同前缀其他型号，不能当作单行修复。,models.dev/poolside id=laguna-s-2.1-free miss,"models.dev/opencode / opencode/laguna-s-2.1-free => {""context_window"":256000,""input_modalities"":[""text""],""max_output_tokens"":32000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}; models.dev/vercel / vercel/poolside/laguna-s-2.1-free => {""context_window"":256000,""input_modalities"":[""text""],""max_output_tokens"":32768,""output_modalities"":[""text""]}",{},{},,否,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
commandcode/sakana/fugu-ultra,Fugu Ultra,"[""text"",""image""]","[""text""]",1000000,未知,未知,未知,1000000,"[{""effort"":""high""},{""effort"":""xhigh""}]",medium,69,主要字段已有值，不强补其他列,max_input_tokens;max_tokens(abandon);max_completion_tokens,,max_input_tokens;max_tokens(abandon);max_completion_tokens,无需为凑齐表格补列；缺少的独立token字段不互填。,保留当前结果；max_input_tokens仅在选定来源明确声明时补，不由context_window相减推算。,"models.dev/sakana id=fugu-ultra hit(context_window,input_modalities,max_output_tokens,output_modalities,supported_reasoning_levels)",未为本行选择补全来源,{},{},default_reasoning=medium不在reasoning_levels中；非缺字段，另行核对，不自动改值,否,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
commandcode/stepfun/Step-3.5-Flash,Step 3.5 Flash,"[""text""]","[""text""]",256000,256000,未知,未知,256000,"[{""effort"":""low""},{""effort"":""high""}]",medium,70,主要字段已有值，不强补其他列,max_tokens(abandon);max_completion_tokens,,max_tokens(abandon);max_completion_tokens,无需为凑齐表格补列；缺少的独立token字段不互填。,保留当前结果；max_input_tokens仅在选定来源明确声明时补，不由context_window相减推算。,"models.dev/stepfun id=step-3.5-flash hit(context_window,input_modalities,max_input_tokens,max_output_tokens,output_modalities,supported_reasoning_levels)",未为本行选择补全来源,{},{},default_reasoning=medium不在reasoning_levels中；非缺字段，另行核对，不自动改值,否,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
commandcode/stepfun/Step-3.7-Flash,Step 3.7 Flash,"[""text"",""image"",""video""]","[""text""]",256000,256000,未知,未知,256000,"[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]",medium,71,主要字段已有值，不强补其他列,max_tokens(abandon);max_completion_tokens,,max_tokens(abandon);max_completion_tokens,无需为凑齐表格补列；缺少的独立token字段不互填。,保留当前结果；max_input_tokens仅在选定来源明确声明时补，不由context_window相减推算。,"models.dev/stepfun id=step-3.7-flash hit(context_window,input_modalities,max_input_tokens,max_output_tokens,output_modalities,supported_reasoning_levels)",未为本行选择补全来源,{},{},,否,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
commandcode/tencent/hy3-paid,Tencent Hy3,"[""text"",""image""]",未知,262144,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium,72,准确型号未找到，暂留未知,output_modalities;max_input_tokens;max_tokens(abandon);max_completion_tokens;max_output_tokens,output_modalities;max_output_tokens,max_input_tokens;max_tokens(abandon);max_completion_tokens,输出/模态有补全价值，但准确型号证据不足，暂留未知。,逐项核对准确型号/供应方资料；不删日期、:tag、-fast、-free、-paid、-high或猜替代版本。没有记录时加绑定也无效。,models.dev/tencent id=hy3-paid miss,未为本行选择补全来源,{},{},,否,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
commandcode/tencent/hy4-preview,Hy4 preview,"[""text""]","[""text""]",1024000,未知,未知,未知,64000,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium,73,主要字段已有值，不强补其他列,max_input_tokens;max_tokens(abandon);max_completion_tokens,,max_input_tokens;max_tokens(abandon);max_completion_tokens,无需为凑齐表格补列；缺少的独立token字段不互填。,保留当前结果；max_input_tokens仅在选定来源明确声明时补，不由context_window相减推算。,"models.dev/tencent id=hy4-preview hit(context_window,input_modalities,max_output_tokens,output_modalities)",未为本行选择补全来源,{},{},,否,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
commandcode/thinkingmachines/inkling,Inkling,"[""text"",""image""]","[""text""]",65536,未知,未知,未知,65536,"[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]",medium,74,主要字段已有值，不强补其他列,max_input_tokens;max_tokens(abandon);max_completion_tokens,,max_input_tokens;max_tokens(abandon);max_completion_tokens,无需为凑齐表格补列；缺少的独立token字段不互填。,保留当前结果；max_input_tokens仅在选定来源明确声明时补，不由context_window相减推算。,"models.dev/thinkingmachines id=inkling hit(context_window,input_modalities,max_output_tokens,output_modalities,supported_reasoning_levels)",未为本行选择补全来源,{},{},,否,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
commandcode/thinkingmachines/inkling-small,Inkling Small,"[""text"",""image"",""audio""]","[""text""]",1048576,未知,未知,未知,1048576,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium,75,主要字段已有值，不强补其他列,max_input_tokens;max_tokens(abandon);max_completion_tokens,,max_input_tokens;max_tokens(abandon);max_completion_tokens,无需为凑齐表格补列；缺少的独立token字段不互填。,保留当前结果；max_input_tokens仅在选定来源明确声明时补，不由context_window相减推算。,"models.dev/thinkingmachines id=inkling-small hit(context_window,input_modalities,max_output_tokens,output_modalities)",未为本行选择补全来源,{},{},,否,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
commandcode/xai/grok-4.5,Grok 4.5,"[""text"",""image"",""pdf""]","[""text""]",500000,未知,未知,未知,500000,"[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]",medium,76,主要字段已有值，不强补其他列,max_input_tokens;max_tokens(abandon);max_completion_tokens,,max_input_tokens;max_tokens(abandon);max_completion_tokens,无需为凑齐表格补列；缺少的独立token字段不互填。,保留当前结果；max_input_tokens仅在选定来源明确声明时补，不由context_window相减推算。,"models.dev/xai id=grok-4.5 hit(context_window,input_modalities,max_output_tokens,output_modalities,supported_reasoning_levels)",未为本行选择补全来源,{},{},,否,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
commandcode/xai/grok-4.6,Grok 4.6,"[""text"",""image"",""pdf""]","[""text""]",500000,未知,未知,未知,500000,"[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]",medium,77,主要字段已有值，不强补其他列,max_input_tokens;max_tokens(abandon);max_completion_tokens,,max_input_tokens;max_tokens(abandon);max_completion_tokens,无需为凑齐表格补列；缺少的独立token字段不互填。,保留当前结果；max_input_tokens仅在选定来源明确声明时补，不由context_window相减推算。,"models.dev/xai id=grok-4.6 hit(context_window,input_modalities,max_output_tokens,output_modalities,supported_reasoning_levels)",未为本行选择补全来源,{},{},,否,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
